bug_id,"product","component","assigned_to","bug_status","resolution","short_desc","changeddate"
25501,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","inline method: syntax errors after","2003-02-13 09:25:10"
25517,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","JVM crashes on method rename with circular dependecies in the classpath","2002-11-06 06:07:44"
26096,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","inline method: incorrectly inling method that refers to 'this'","2003-02-13 10:18:59"
26102,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","inline method: NPE in SourceAnalyzer","2002-11-20 12:16:47"
26250,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","inline method - breaks code when inlining virtual methods [refactoring]","2003-03-06 06:09:32"
26341,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Inline method: problems when source to be inlined contains TODO marker","2003-02-13 10:40:54"
26501,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactoring wizard brings the package explorer to flicker [refactoring]","2002-12-23 06:20:53"
26504,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactoring - touches files not involved in action [refactiong]","2002-11-22 11:08:58"
26927,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","JavaDoc generation is hard to find [javadoc]","2003-01-20 12:57:07"
28942,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","""Extract method"" refactoring error [refactoring]","2003-02-03 13:15:22"
30681,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refresh problem in Package Explorer view","2003-01-31 11:06:10"
30700,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","New Project/package/class not selected in package explorer","2003-02-03 10:10:54"
31081,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Double clicking in packages viewer expands/collapses tree node","2003-02-12 06:52:34"
31208,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","occurrences in file: some names cannot be searched for","2003-02-12 09:45:23"
31213,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","occurrences in file: exception trace  in log","2003-02-12 10:01:27"
31252,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Change Method signature refactoring: Message is strangely located","2003-02-11 04:53:16"
31254,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Change Method signature refactoring: Table leaves cursor edit mode","2003-02-12 12:07:13"
31283,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Push down refactoring: Preview not resizable","2003-02-18 12:32:34"
31307,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Preview in ""Push Down"" flickers distractingly","2003-02-10 13:35:22"
31374,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Package Explorer does not show children of linked directories","2003-02-10 07:03:16"
31478,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Inline actions doen't check if resource is on class path","2003-02-10 12:50:27"
31687,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","NPE in FindOccurrencesEngine.create","2003-02-13 10:11:11"
32017,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","[refactor] inline method doesn't add imports","2003-02-19 09:32:19"
32431,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","extract method: extracted method should be private, not public [refactoring]","2003-02-28 09:04:16"
32664,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Package Explorer: hierarchical layout and back-linking don't work allways together.","2003-03-04 11:21:42"
33029,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactoring preview dialog positioned outside screen","2003-02-28 09:18:25"
33103,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Non externalized menu names in JDT UI","2003-02-28 10:03:50"
33130,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Type Selection Dialog maintains sizes","2003-02-28 11:17:03"
33163,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Search again menu option fails to find new occurrences","2003-03-04 09:28:18"
33216,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Source actions in context menu on types inconsistency","2003-03-05 10:32:49"
33245,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Search->References/Dec/Imp/Read/Write enabled when editing java file outside source folders, in non-java projects and from cvs repository.","2003-03-03 15:48:03"
33252,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Show in Package Explorer only works when Package Explorer is in flat mode","2003-03-04 11:23:23"
33426,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactoring Dialog should have two lines high message line","2003-03-05 13:08:08"
37046,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactor failed to perform a rename action due to NPE","2003-07-14 13:03:29"
40352,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","extract method: IllegalArgumentException","2003-07-31 10:39:21"
40748,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Ensure that refactorings operate on empty selections [refactoring]","2003-08-20 13:18:15"
44802,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","inline method: ArrayIndexOutOfBoundsException [refactoring]","2003-11-21 12:12:50"
44927,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Refactor / Rename no longer works in M4,  raises NullPointerException","2003-10-16 08:07:16"
49796,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Generalize Type refactoring leaks a GC [refactoring]","2004-03-22 05:14:09"
53603,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","[search] the new search view needs expand all/collapse all actions","2010-07-02 01:50:06"
57340,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","[refractoring] processors should complete their modification before calling the participants","2004-04-05 11:43:11"
57446,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","Workbench freezing during build + open type dialog","2004-05-13 04:08:56"
90725,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","TableColumn trim differs between platforms","2005-05-02 10:22:19"
93634,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","[text edit] Try to share strings in undo object creation","2005-05-04 12:44:31"
111754,"JDT","UI","dirk_baeumer","RESOLVED","FIXED","[open type] Open Type Dialog cannot be closed","2005-11-21 08:06:50"
16686,"JDT","Text","eclipse","RESOLVED","FIXED","DCR: Please add ""Quick Fix"" to the breakpoint bar popup menu [quick fix]","2003-09-16 06:21:55"
21633,"JDT","Text","eclipse","RESOLVED","FIXED","Class name is selected after changing method signature","2003-09-15 06:05:42"
27121,"JDT","Text","eclipse","RESOLVED","FIXED","[typing] IllegalArgumentException pasting text javadoc","2003-09-16 09:50:50"
27400,"JDT","Text","eclipse","RESOLVED","FIXED","[typing] Internal errors in log","2003-09-15 06:55:42"
42587,"JDT","Text","eclipse","RESOLVED","FIXED","Left over from content assist","2003-09-15 11:13:36"
42934,"JDT","Text","eclipse","RESOLVED","FIXED","Assertion failed in quick diff","2003-09-11 08:50:49"
43942,"JDT","Text","eclipse","RESOLVED","FIXED","[misc] Annotations gone wild","2003-10-02 06:52:29"
44035,"JDT","Text","eclipse","RESOLVED","FIXED","[formatting] Error in formatting parts of java code snippets in comment","2008-06-10 02:35:43"
44684,"JDT","Text","eclipse","RESOLVED","FIXED","[typing] smart semicolon: add a way to force in strings","2004-04-26 08:39:13"
50149,"JDT","Text","eclipse","RESOLVED","FIXED","[content assist] Leaking Closers after repeated ContentAssist","2004-01-19 04:41:56"
50267,"JDT","Text","eclipse","RESOLVED","FIXED","[content assist] CompletionProposalPopup#showProposals() adds key listener more than once","2004-03-29 09:04:05"
53000,"JDT","Text","eclipse","RESOLVED","FIXED","[templates] NLS template doesn't work in line comments","2004-03-29 12:18:38"
54094,"JDT","Text","eclipse","RESOLVED","FIXED","Assertion failed in auto indent strategy","2004-03-09 04:43:22"
54245,"JDT","Text","eclipse","RESOLVED","FIXED","BadLocationException in LinkedPositionGroup WAS: for  - iterate over array displays Template E... error message","2004-03-15 02:54:12"
55326,"JDT","Text","eclipse","RESOLVED","FIXED","Hot-edit boxes for local rename not cleaned up after typing outside the box","2004-03-19 10:53:23"
57720,"JDT","Text","eclipse","RESOLVED","FIXED","ArrayIndexOutOfBoundsException after code assist","2004-04-07 08:14:00"
58509,"JDT","Text","eclipse","RESOLVED","FIXED","[spell checking] ConcurrentModif.Exception in spelling plugin","2004-05-14 10:23:22"
58778,"JDT","Text","eclipse","RESOLVED","FIXED","AFE in JavaHeuristicScanner.findOpeningPeer(..)","2004-04-16 04:10:36"
62787,"JDT","Text","eclipse","RESOLVED","FIXED","no smart semicolon in single quotes","2004-05-19 11:01:38"
64947,"JDT","Text","eclipse","RESOLVED","FIXED","TVT3.0: Unable to create a Java class in German locale","2004-06-11 04:42:38"
133744,"JDT","APT","eclipse","RESOLVED","FIXED","Implementation of com.sun.mirror.util.Declarations differs from Sun's apt","2006-08-22 20:58:25"
134227,"JDT","Text","eclipse","RESOLVED","FIXED","[typing] Some sort of exceptions while undoing the operation","2006-04-20 04:31:18"
134965,"JDT","Text","eclipse","RESOLVED","FIXED","Menu Polish","2006-04-07 10:02:35"
135061,"JDT","Text","eclipse","RESOLVED","FIXED","[api] make public constants for private edit menu groups","2006-04-06 08:18:29"
170692,"JDT","APT","eclipse","RESOLVED","FIXED","Timeliness of problem removal with APT","2007-10-15 19:17:23"
175794,"JDT","APT","eclipse","RESOLVED","FIXED","Type generation causes reported problems to disappear","2007-05-02 15:49:53"
178690,"JDT","APT","eclipse","RESOLVED","FIXED","Processors should be able to disable reconcile-time type deletion","2007-05-01 20:59:19"
185220,"JDT","APT","eclipse","RESOLVED","FIXED","IDE java 6 APT support needs a Messager","2007-05-08 19:36:02"
338370,"JDT","APT","eclipse","RESOLVED","FIXED","NPE in BatchFilerImpl.getResource","2011-03-16 09:54:43"
347599,"JDT","UI","eclipse.sprigogin","RESOLVED","FIXED","[refactoring] Provide a way to implement refactorings that depend on resources that have to be explicitly released","2016-11-18 17:10:54"
3754,"JDT","UI","erich_gamma","RESOLVED","FIXED","show in packages view does not work (1GEME0T)","2002-05-19 19:58:04"
3759,"JDT","UI","erich_gamma","RESOLVED","FIXED","ResourceException, JavaModelException: Packages (1GEO05E)","2002-03-08 05:18:05"
3805,"JDT","UI","erich_gamma","RESOLVED","FIXED","Go to type confusing if binary is selected and libraries are filtered (1GEUL8A)","2002-05-19 19:58:41"
4235,"JDT","UI","erich_gamma","RESOLVED","FIXED","Add ""Show Version Info"" to Hierarchy view (1GKDIPP)","2002-05-19 20:00:09"
4928,"JDT","UI","erich_gamma","RESOLVED","FIXED","Java perspective should have placeholder for Navigator","2001-11-07 08:53:34"
5192,"JDT","UI","erich_gamma","RESOLVED","FIXED","Version info ""dirty"" indicator is not propagated to classes/methods after synchronize","2002-01-08 08:56:55"
5264,"JDT","UI","erich_gamma","RESOLVED","FIXED","Class detail filtering options in packages view.","2001-12-17 04:44:08"
5744,"JDT","UI","erich_gamma","RESOLVED","FIXED","Apply Patch dialog needs to indicate project","2001-11-09 16:24:53"
6233,"JDT","UI","erich_gamma","RESOLVED","FIXED","keep property value if IPropertySource.getEditableValue returns null","2002-01-08 06:42:06"
6573,"JDT","UI","erich_gamma","RESOLVED","FIXED","Java Packages view and adding resources problem","2003-02-20 10:06:49"
6776,"JDT","UI","erich_gamma","RESOLVED","FIXED","Junit plugin does not use VM arguments","2002-02-13 15:41:24"
6801,"JDT","UI","erich_gamma","RESOLVED","FIXED","""Show in Packages View"" on import declarations does nothihn","2002-01-25 13:19:06"
7960,"JDT","UI","erich_gamma","RESOLVED","FIXED","Can't rename a package if you are just changing case","2003-03-21 12:28:26"
8351,"JDT","UI","erich_gamma","RESOLVED","FIXED","Organize imports tries to resolve local variables as Classes","2002-05-01 08:10:31"
8443,"JDT","UI","erich_gamma","RESOLVED","FIXED","Wording in Compiler prefer page needs to be improved","2002-05-12 04:54:06"
9480,"JDT","UI","erich_gamma","RESOLVED","FIXED","JUnit Plugin: Color heirarchy tree","2003-08-07 06:48:02"
9594,"JDT","UI","erich_gamma","RESOLVED","FIXED","org.junit has source as src.jar, not as junitsrc.zip","2002-03-04 19:16:46"
9923,"JDT","UI","erich_gamma","RESOLVED","FIXED","open type hierachy pref - wording could be improved","2002-03-11 10:59:00"
9963,"JDT","UI","erich_gamma","RESOLVED","FIXED","Exception run attempting to run with JUnit","2002-02-28 05:12:33"
11256,"JDT","UI","erich_gamma","RESOLVED","FIXED","junit: (accessibility) cannot use only colors to differentiate between failure and error","2002-05-19 19:50:14"
12085,"JDT","UI","erich_gamma","RESOLVED","FIXED","Please add a menu-item ""Workbench->Delete all classfiles""","2002-05-10 19:33:33"
12845,"JDT","UI","erich_gamma","RESOLVED","FIXED","Java Editor: should default to scope=selected lines if there is an interesting selection","2002-04-09 10:16:39"
14121,"JDT","UI","erich_gamma","RESOLVED","FIXED","example project should create junit 3.7","2004-03-18 13:32:44"
14702,"JDT","UI","erich_gamma","RESOLVED","FIXED","JUnit plugin displays incorrect Failure Trace when using JUnit decorator","2003-02-26 18:40:02"
15271,"JDT","UI","erich_gamma","RESOLVED","FIXED","CVS decorators: update problems with default packages","2002-05-04 15:52:16"
15277,"JDT","UI","erich_gamma","RESOLVED","FIXED","Recreate test suite allows you to add the suite to itself","2003-02-19 09:15:17"
15302,"JDT","UI","erich_gamma","RESOLVED","FIXED","launch configs: no easy way to just launch a class i have a config for","2002-05-29 10:27:40"
15656,"JDT","UI","erich_gamma","RESOLVED","FIXED","Two differerent Views are called ""packages""","2002-05-11 05:19:13"
16158,"JDT","UI","erich_gamma","RESOLVED","FIXED","Organize Import adding java-cup.parser incorrectly","2002-05-26 13:55:19"
16847,"JDT","UI","erich_gamma","RESOLVED","FIXED","Japanese: Template page buttons cut off","2002-06-03 08:12:43"
17176,"JDT","UI","erich_gamma","RESOLVED","FIXED","java outliner - decorator clash for synchronized and override/implement","2002-06-08 19:07:19"
17987,"JDT","UI","erich_gamma","RESOLVED","FIXED","Missing icons for working sets","2002-05-28 09:09:16"
19859,"JDT","UI","erich_gamma","RESOLVED","FIXED","[JUnit] Socket connection error","2002-06-20 05:08:36"
19974,"JDT","UI","erich_gamma","RESOLVED","FIXED","Packages view: back / forward buttons do not show frame name [package explorer]","2003-02-20 13:57:52"
20115,"JDT","UI","erich_gamma","RESOLVED","FIXED","""Source | Format"" scrolls to the top of the file","2002-06-19 09:41:26"
20157,"JDT","UI","erich_gamma","RESOLVED","FIXED","junit: exception on 'recreate suite' if file read-only [JUnit]","2003-02-19 11:44:53"
20475,"JDT","UI","erich_gamma","RESOLVED","FIXED","Quick fix proposal preview: Bold off by 2 characters","2002-06-18 14:50:55"
21125,"JDT","UI","erich_gamma","RESOLVED","FIXED","No F1 help in JUnit [JUnit]","2003-04-07 09:19:37"
23031,"JDT","UI","erich_gamma","RESOLVED","FIXED","Package explorer does not update when input==package [package explorer]","2003-03-06 06:14:24"
23792,"JDT","UI","erich_gamma","RESOLVED","FIXED","Error running simple Junit test [JUnit]","2002-10-16 06:34:55"
25266,"JDT","UI","erich_gamma","RESOLVED","FIXED","JUNIT: would like the ability to specify test workspace location","2002-11-12 06:48:22"
25324,"JDT","UI","erich_gamma","RESOLVED","FIXED","Ability to know when tests are finished [junit]","2003-02-25 10:17:15"
26033,"JDT","UI","erich_gamma","RESOLVED","FIXED","incorrect linking due to the getResource() changes","2003-02-20 09:24:00"
26380,"JDT","UI","erich_gamma","RESOLVED","FIXED","GUI bloopers: Navigate > Go To > Referring Tests","2005-01-18 16:44:37"
27256,"JDT","Text","erich_gamma","RESOLVED","FIXED","Java Editor - Copy buffer gets trimmed","2003-02-05 13:13:24"
28720,"JDT","UI","erich_gamma","RESOLVED","FIXED","Creating a JUnit TestCase gives an error","2003-02-20 09:42:46"
30272,"JDT","UI","erich_gamma","RESOLVED","FIXED","package explorer reacts strangely to deleting multi non-java projects [package explorer]","2003-01-27 07:39:42"
30291,"JDT","UI","erich_gamma","RESOLVED","FIXED","SearchUsagesInFileAction should show dialog in case of failures","2003-01-28 06:52:38"
30293,"JDT","UI","erich_gamma","RESOLVED","FIXED","SearchUsagesInFileAction has problems with code resolve","2003-02-06 19:05:37"
30879,"JDT","UI","erich_gamma","RESOLVED","FIXED","help context for JUnit launch shortcut & launch config [JUnit]","2003-03-02 14:14:29"
31083,"JDT","UI","erich_gamma","RESOLVED","FIXED","PackageView - logic container doesn't show up in classpath order [package explorer]","2003-02-12 10:08:58"
31214,"JDT","UI","erich_gamma","RESOLVED","FIXED","[Show in] Fails for Package Explorer in non-Java project","2003-02-20 05:01:06"
31683,"JDT","UI","erich_gamma","RESOLVED","FIXED","Show In doesn't work for class file in rt.jar","2003-03-06 05:02:03"
32224,"JDT","UI","erich_gamma","RESOLVED","FIXED","[Show In]Back-linking doesn't work for .class files in jars","2003-02-24 12:13:07"
32273,"JDT","UI","erich_gamma","RESOLVED","FIXED","StringIndexOutOfBoundsException in JUnit plugin [JUnit]","2003-02-20 16:46:49"
32333,"JDT","UI","erich_gamma","RESOLVED","FIXED","'Show in' does not works for non java resources","2003-02-20 05:37:54"
32531,"JDT","UI","erich_gamma","RESOLVED","FIXED","NPE importing preferences","2003-03-04 03:14:51"
32968,"JDT","UI","erich_gamma","RESOLVED","FIXED","JUnit - keep alive option no longer works","2003-02-26 18:40:53"
33226,"JDT","UI","erich_gamma","RESOLVED","FIXED","Show In beeps","2003-03-02 14:18:42"
33234,"JDT","UI","erich_gamma","RESOLVED","FIXED","Goto source doesn't work when running a single test [JUnit]","2003-03-02 14:41:42"
33458,"JDT","UI","erich_gamma","RESOLVED","FIXED","StringIndexOutOfBoundsException from Junit HierarchyRunView","2003-03-04 07:29:41"
34169,"JDT","UI","erich_gamma","RESOLVED","FIXED","Add JUnit TestSuite blocks","2003-04-10 03:34:47"
35762,"JDT","UI","erich_gamma","RESOLVED","FIXED","JUnit View wasting a lot of screen space [JUnit]","2004-01-06 17:08:35"
49655,"JDT","UI","erich_gamma","RESOLVED","FIXED","StringIndexOutOfBoundsException on test failure [JUnit]","2004-01-08 15:26:02"
49708,"JDT","UI","erich_gamma","RESOLVED","FIXED","Deadlock saving compilation unit","2004-02-10 04:05:38"
57066,"JDT","UI","erich_gamma","RESOLVED","FIXED","ClassCastException restarting a workspace","2004-04-02 03:48:30"
64838,"JDT","UI","erich_gamma","RESOLVED","FIXED","junit view run single test does not use correct class [JUnit]","2004-06-16 04:49:27"
75142,"JDT","UI","erich_gamma","RESOLVED","FIXED","JUnit integration on top of Hyades","2005-03-29 10:22:11"
419479,"JDT","Core","jarthana","RESOLVED","FIXED","[1.8] POM version tool failures in BETA_JAVA8","2013-10-16 10:03:03"
553386,"JDT","Core","jarthana","RESOLVED","FIXED","[test] clean-up of converterJclMin after bug 544943","2020-02-29 16:24:11"
249593,"JDT","Debug","jdt-debug-inbox","RESOLVED","FIXED","Cannot set default compiler level for product","2009-12-02 10:45:38"
297899,"JDT","Debug","jdt-debug-inbox","RESOLVED","FIXED","Stepping key-bindings get ignored the first time they are pressed","2010-07-30 06:56:15"
303296,"JDT","Debug","jdt-debug-inbox","RESOLVED","FIXED","[breakpoints] Can't copy breakpoint labels any more","2010-03-17 14:36:14"
9152,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Cannot use $ symbols in templates","2003-05-12 04:56:51"
13617,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[navigation] Next problem doesn't always update status line","2003-08-19 09:09:05"
15243,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Java Editor - line highlight cheese on bidi platforms","2003-04-02 10:15:58"
17854,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Accelerator to comment code causing trouble","2003-02-26 09:49:21"
18265,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Want to turn off Javadoc help but keep error help","2003-02-04 13:36:15"
21849,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","NPE in java editor on NLS undo [editor]","2002-10-10 06:34:22"
23359,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","NPE commenting code","2002-10-09 09:28:12"
24012,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","UNDO and auto add imports","2002-10-16 03:45:33"
24317,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Editor problem which leads to partial freeze","2003-02-05 12:34:05"
24899,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","would like to be able to configure color for the oveview ruler 'dots'","2003-02-05 12:44:11"
24978,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","NPE in ProblemPainter while searching","2003-02-05 12:40:43"
25643,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Error when pasting code in javadoc comment with Shift-Ins","2003-01-28 10:56:29"
25728,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Light bulb does not show if error or waning","2005-01-18 16:44:37"
25763,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Exception while using code completion with parameter name guessing","2003-01-28 11:45:56"
26674,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Make hyperlinked code feature optional","2003-02-05 09:24:55"
26770,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","IllegalArgumentException ""Index out of bounds""  in Java Editor","2003-01-28 10:11:04"
26928,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","IllegalArgumentException after pasting","2003-01-28 10:32:14"
27484,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","create field quickfix distorts tab","2002-12-11 12:36:15"
27568,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Cursor positioned incorrectly after paste - Smart Paste problem","2002-12-09 13:48:54"
27769,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Comments using /* */ in code has strange behavior","2003-02-27 11:04:36"
27825,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Undo during quick assist rename is incorrect","2003-02-27 11:00:02"
28735,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","NPE in CompilationUnitEditor","2003-02-27 10:26:02"
28940,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Eclipse crashed on exit","2003-07-15 09:51:41"
29094,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","""Show Source of Selected Element Only"" makes Eclipse crash","2003-02-27 09:09:32"
29238,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","IllegalArgumentException in internalRevealRange","2003-02-27 07:58:54"
29985,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","IllegalArgumentException from the AnnotationPainter","2003-02-27 06:08:52"
30192,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","NPE in JavaDocAutoIndentStrategy","2003-02-27 05:05:12"
30321,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Missing action def name for goto matching bracket","2003-02-27 04:51:16"
30876,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","NPE in JavaOutlinePage","2003-02-26 12:55:36"
32688,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[implementation] Rework context menu code","2003-06-23 12:12:01"
34077,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Undo after inlining trashes editor content","2003-03-07 09:43:10"
40668,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","Reconciler does not update anymore after save","2003-08-14 13:51:41"
43766,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[reconciling] ResourceMarkerAnnotationModel listener taking a long time","2003-09-30 12:06:48"
44413,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[misc] Exception while deleting a project","2004-03-15 10:59:55"
46756,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[misc] Java editor loses markers on revert","2004-03-09 05:08:40"
47472,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[formatting] Garbled editor after formatting code","2004-03-23 13:42:52"
47612,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[content assist] Incorrect cursor position after code assist","2004-05-25 05:08:57"
48057,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[reconciling] Concurrent Modification in CompilationUnitDocumentProvider2$CompilationUnitAnnotationModel","2004-03-15 11:10:45"
51891,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[formatting] org.eclipse.jface.text.BadLocationException formatting an empty compilation unit","2004-02-18 06:10:40"
57903,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[implementation] BufferedDocumentScanner.read is broken for partial documents","2006-03-21 12:38:12"
60856,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[implementation] deadlock between reconciler and annotation model","2004-05-10 10:42:21"
61179,"JDT","Text","jdt-text-inbox","RESOLVED","FIXED","[implementation] Deadlock when replaceing a CU from the repository","2004-05-10 10:36:40"
